ID,lat,lon
985,45.70711509,8.17496241
986,45.70756088,8.23919096
987,45.70797056,8.30342095
988,45.70834414,8.36765227
989,45.7086816,8.4318848
990,45.70898296,8.4961184
991,45.7092482,8.56035296
992,45.70947733,8.62458836
993,45.74933952,7.85292497
994,45.74996678,7.91719601
995,45.75055788,7.98146911
996,45.75111284,8.04574416
997,45.75163163,8.11002102
998,45.75211428,8.17429958
999,45.75256076,8.23857972
1000,45.75297108,8.30286131
1001,45.75334524,8.36714422
1002,45.75368323,8.43142835
1003,45.75398506,8.49571355
1004,45.75425071,8.55999972
1005,45.79433401,7.8520021
1006,45.79496224,7.91632482
1007,45.79555427,7.98064961
1008,45.79611009,8.04497635
1009,45.7966297,8.10930492
1010,45.7971131,8.17363519
1011,45.79756028,8.23796703
1012,45.79797124,8.30230033
1013,45.79834598,8.36663497
1014,45.7986845,8.43097081
1015,45.7989868,8.49530774
1016,45.79925287,8.55964564
1017,45.83932813,7.85107703
1018,45.83995734,7.91545156
1019,45.84055029,7.97982817
1020,45.84110698,8.04420672
1021,45.8416274,8.10858711
1022,45.84211156,8.17296921
1023,45.84255943,8.23735289
1024,45.84297104,8.30173803
1025,45.84334637,8.3661245
1026,45.84368542,8.43051219
1027,45.84398819,8.49490097
1028,45.84425467,8.55929072
1029,45.84448488,8.62368131
1030,45.88432187,7.85014977
1031,45.88495207,7.91457622
1032,45.88554595,7.97900477
1033,45.88610351,8.04343527
1034,45.88662474,8.1078676
1035,45.88710965,8.17230165
1036,45.88755823,8.23673728
1037,45.88797048,8.30117438
1038,45.88834639,8.36561282
1039,45.88868597,8.43005248
1040,45.88898921,8.49449323
1041,45.88925611,8.55893495
1042,45.92931525,7.84922029
1043,45.92994643,7.91369881
1044,45.93054124,7.97817941
1045,45.93109967,8.04266197
1046,45.93162172,8.10714638
1047,45.93210738,8.1716325
1048,45.93255666,8.23612021
1049,45.93296955,8.3006094
1050,45.93334605,8.36509992
1051,45.93368616,8.42959167
1052,45.93398988,8.49408452
1053,45.9342572,8.55857834
1054,45.93448812,8.62307301
1055,45.97430825,7.84828861
1056,45.97494042,7.9128193
1057,45.97553616,7.97735208
1058,45.97609546,8.04188684
1059,45.97661832,8.10642343
1060,45.97710475,8.17096176
1061,45.97755473,8.23550167
1062,45.97796827,8.30004307
1063,45.97834536,8.36458581
1064,45.978686,8.42912977
1065,45.97899019,8.49367484
1066,45.97925792,8.55822088
1067,45.97948921,8.62276777
1068,45.97968404,8.68731539
1069,46.02053071,7.97652279
1070,46.02109089,8.04110985
1071,46.02161457,8.10569877
1072,46.02210175,8.17028942
1073,46.02255244,8.23488166
1074,46.02296662,8.29947539
1075,46.0233443,8.36407046
1076,46.02368547,8.42866677
1077,46.02399014,8.49326418
1078,46.02425829,8.55786256
1079,46.02448994,8.62246181
1080,46.02468507,8.68706178
1081,46.0248437,8.75166235
1082,46.06608595,8.04033102
1083,46.06661045,8.10497238
1084,46.06709839,8.16961547
1085,46.06754978,8.23426017
1086,46.06796461,8.29890635
1087,46.06834288,8.36355389
1088,46.06868459,8.42820266
1089,46.06898973,8.49285254
1090,46.0692583,8.5575034
1091,46.06949031,8.62215511
1092,46.06968575,8.68680756
1093,46.11108064,8.03955033
1094,46.11160596,8.10424426
1095,46.11209467,8.16893992
1096,46.11254676,8.2336372
1097,46.11296224,8.29833597
1098,46.1133411,8.36303609
1099,46.11368334,8.42773745
1100,46.11398896,8.49243992
1101,46.11425795,8.55714337
1102,46.11449032,8.62184769
1103,46.11468607,8.68655273
1104,46.15660111,8.1035144
1105,46.15709058,8.16826276
1106,46.15754338,8.23301274
1107,46.15795951,8.29776422
1108,46.15833896,8.36251705
1109,46.15868174,8.42727113
1110,46.15898783,8.49202632
1111,46.15925725,8.55678249
1112,46.15948998,8.62153953
1113,46.20208613,8.16758399
1114,46.20253964,8.2323868
1115,46.20295642,8.2971911
1116,46.20333646,8.36199677
1117,46.20367977,8.42680369
1118,46.20398635,8.49161172
1119,46.20425618,8.55642075
1120,46.24659032,8.10204945
1121,46.24708132,8.16690359
1122,46.24753553,8.23175935
1123,46.24795296,8.29661662
1124,46.2483336,8.36147525
1125,46.24867745,8.42633514
1126,46.2489845,8.49119614
1127,46.29158437,8.10131435
1128,46.29207614,8.16622156
1129,46.29253107,8.23113041
1130,46.29294915,8.29604076
1131,46.29333038,8.36095249
1132,46.29367477,8.42586546
1133,46.33752624,8.23049996
1134,46.33794497,8.29546353
1135,46.3383268,8.36042847
1136,46.33867172,8.42539467
1137,46.33897974,8.49036199
1138,46.38252104,8.22986801
1139,46.38294043,8.29488491
1140,46.38332286,8.3599032
1141,46.38366832,8.42492275
1142,46.38397682,8.48994342
1143,46.42793554,8.29430491
1144,46.42831856,8.35937667
1145,46.42866456,8.42444969
1146,46.42897354,8.48952385
1147,46.4733139,8.35884888
1148,46.47366044,8.42397551
1149,46.4739699,8.48910327
